state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,01-01-2018,15277,18699,17369
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,02-01-2018,16439,16439,16439
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,04-01-2018,14419,18529,17569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,08-01-2018,13669,18299,13669
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,09-01-2018,17809,17909,17809
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,11-01-2018,11786,18289,17799
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-01-2018,17899,18209,17899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,18-01-2018,9129,18169,17599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,22-01-2018,14882,18799,17469
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,25-01-2018,13699,17699,16899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,29-01-2018,13399,16979,15889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,30-01-2018,17009,17009,17009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,01-02-2018,14182,16699,15419
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,02-02-2018,15009,15399,15009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,05-02-2018,11399,16899,15889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,06-02-2018,14682,17399,15239
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,08-02-2018,13899,16869,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,12-02-2018,13869,16309,15000
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,15-02-2018,13179,16709,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-02-2018,13699,15899,13699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,19-02-2018,13869,17299,16509
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,20-02-2018,15799,15799,15799
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,22-02-2018,12989,16599,15379
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,23-02-2018,14449,14669,14449
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,26-02-2018,13899,16500,15509
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,27-02-2018,14369,15509,14699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,01-03-2018,13719,16119,15599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,05-03-2018,13155,16209,15099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,06-03-2018,14319,15099,14319
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,08-03-2018,11786,15459,14699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,09-03-2018,14469,14529,14469
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,12-03-2018,13377,15899,14699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,13-03-2018,14469,14882,14469
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,15-03-2018,13599,16282,15099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-03-2018,14305,15699,15119
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,19-03-2018,12569,15509,14899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,20-03-2018,14399,15199,14869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,22-03-2018,13599,15609,14699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,26-03-2018,13300,14499,13300
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,05-04-2018,12099,15339,14699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,09-04-2018,12099,16399,15569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,10-04-2018,14999,16899,15419
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,12-04-2018,10488,17019,15499
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,13-04-2018,14199,16199,15569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-04-2018,12699,16069,15579
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,17-04-2018,13399,17539,15599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,26-04-2018,10119,17168,16099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,27-04-2018,12109,15209,14639
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,30-04-2018,10500,16399,15899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,02-05-2018,10119,15169,12389
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,03-05-2018,10499,16199,15599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,04-05-2018,11089,16500,14037
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,07-05-2018,11869,16719,15769
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,08-05-2018,12909,16786,15569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,10-05-2018,13835,16899,15969
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,14-05-2018,13699,16299,15799
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,15-05-2018,14739,15999,15399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,17-05-2018,12019,16328,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,18-05-2018,15109,15799,15399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,21-05-2018,14569,16509,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,22-05-2018,15500,17109,16419
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,24-05-2018,14699,16799,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,25-05-2018,15289,15999,15289
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,29-05-2018,13699,16706,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,31-05-2018,15009,16800,15899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,01-06-2018,15809,16599,15809
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,04-06-2018,8099,16599,15899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,05-06-2018,15389,16619,15989
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,07-06-2018,12009,16869,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,08-06-2018,16009,16689,16009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,11-06-2018,14399,17169,16599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,12-06-2018,15569,16809,16289
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,14-06-2018,13899,17169,16599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,15-06-2018,16099,17069,16879
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,18-06-2018,14299,17099,16599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,19-06-2018,16169,16889,16509
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,21-06-2018,14099,17069,16699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,22-06-2018,15889,16769,15889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,25-06-2018,14400,17098,16399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,26-06-2018,15099,16699,15099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,28-06-2018,10099,16621,15899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,29-06-2018,16189,16189,16189
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,02-07-2018,14269,16899,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,03-07-2018,16205,16415,16205
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,05-07-2018,14699,16589,15705
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,09-07-2018,14129,16669,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,10-07-2018,15699,16569,15969
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,12-07-2018,14699,16669,15899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,13-07-2018,15699,16299,15699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-07-2018,12869,16515,15559
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,17-07-2018,15282,16045,15282
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,19-07-2018,12515,16515,15899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,20-07-2018,15199,16289,15199
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,23-07-2018,6119,16809,15599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,24-07-2018,15500,16409,15500
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,26-07-2018,12501,16649,15599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,30-07-2018,14189,17109,16809
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,31-07-2018,16599,16829,16599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,02-08-2018,12029,17590,16699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,06-08-2018,16099,17209,16599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,07-08-2018,15199,16999,16364
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,09-08-2018,13569,17339,16699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,13-08-2018,15869,17339,16599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,14-08-2018,14219,17300,14219
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-08-2018,13699,17785,17099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,20-08-2018,16599,18209,17699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,21-08-2018,18099,19689,18099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,23-08-2018,17569,18785,18399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,27-08-2018,16899,18609,17599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,28-08-2018,16799,18885,18599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,30-08-2018,13819,18885,17869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,03-09-2018,15119,19099,18599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,04-09-2018,18989,19169,18989
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,06-09-2018,15099,19599,18599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,10-09-2018,15369,20009,19309
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,11-09-2018,19859,19909,19859
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,17-09-2018,18000,20400,19700
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,18-09-2018,20219,20639,20219
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,20-09-2018,16699,20499,19869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,24-09-2018,18568,22009,20389
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,25-09-2018,16099,20400,19699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,27-09-2018,12399,20489,19699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,01-10-2018,19000,20482,19699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,03-10-2018,19189,20289,19589
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,04-10-2018,14129,21580,20069
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,06-10-2018,17899,20389,19699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,09-10-2018,19530,20569,19530
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,11-10-2018,16279,21569,20299
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,15-10-2018,18000,21999,20469
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,16-10-2018,20119,20399,20119
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,22-10-2018,16179,20569,19589
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Bilegotu,23-10-2018,20449,20509,20449
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,01-01-2018,18699,22429,21854
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,02-01-2018,21799,22269,21799
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,04-01-2018,20299,22729,21680
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,08-01-2018,20369,22799,22459
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,09-01-2018,22709,22799,22709
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,11-01-2018,20329,22989,22805
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,16-01-2018,22329,23109,22609
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,18-01-2018,18469,23609,22699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,22-01-2018,20389,23229,22699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,23-01-2018,22709,22729,22709
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,25-01-2018,19468,22649,21585
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,29-01-2018,19169,22509,21599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,30-01-2018,21559,21559,21559
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,01-02-2018,18269,21729,20999
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,02-02-2018,20789,20859,20789
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,05-02-2018,19899,21788,20889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,06-02-2018,18169,21729,21099
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,08-02-2018,19009,22400,21069
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,09-02-2018,21899,21899,21899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,12-02-2018,18599,22358,21299
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,15-02-2018,19699,22028,21899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,16-02-2018,21269,21919,21469
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,19-02-2018,19609,22099,21499
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,20-02-2018,21539,21539,21539
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,22-02-2018,20299,22099,21559
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,23-02-2018,20489,21669,20489
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,26-02-2018,18009,21409,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,27-02-2018,20569,20713,20569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,01-03-2018,18699,21288,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,05-03-2018,18889,21169,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,06-03-2018,19899,20729,20009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,08-03-2018,18899,21069,20799
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,09-03-2018,20609,20809,20609
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,12-03-2018,18699,21180,20680
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,13-03-2018,19619,20829,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,15-03-2018,18889,21399,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,16-03-2018,20449,20819,20449
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,19-03-2018,18599,21180,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,20-03-2018,20399,20749,20499
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,22-03-2018,18459,21160,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,05-04-2018,16899,19989,18899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,09-04-2018,18328,20289,19889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,10-04-2018,19599,20209,19969
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,12-04-2018,19099,20601,20299
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,13-04-2018,19499,20525,20489
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,16-04-2018,19899,20870,20399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,17-04-2018,20299,21009,20681
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,26-04-2018,18719,21799,20809
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,27-04-2018,20609,21639,21499
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,30-04-2018,17939,21451,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,02-05-2018,20419,20699,20469
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,03-05-2018,18599,21301,20780
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,04-05-2018,20359,20869,20569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,07-05-2018,18179,21301,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,08-05-2018,20420,20849,20529
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,10-05-2018,18599,21099,20899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,14-05-2018,18188,21199,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,15-05-2018,20709,20749,20709
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,17-05-2018,18699,21201,20899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,18-05-2018,20509,20989,20509
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,21-05-2018,18679,21689,20769
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,22-05-2018,20869,21199,20869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,24-05-2018,18201,21341,20989
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,25-05-2018,20599,20999,20599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,29-05-2018,18509,21129,20860
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,31-05-2018,18709,21211,20869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,01-06-2018,20399,21033,20829
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,04-06-2018,19099,21221,20860
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,05-06-2018,20669,21039,20869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,07-06-2018,19299,21201,20899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,08-06-2018,20589,20989,20589
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,11-06-2018,19599,21801,20999
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,12-06-2018,20499,21099,20889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,14-06-2018,19799,21901,20860
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,15-06-2018,20669,21009,20969
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,18-06-2018,19299,21401,20960
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,19-06-2018,20729,21089,20899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,21-06-2018,18501,21151,20599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,22-06-2018,20669,20969,20889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,25-06-2018,19189,21301,20889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,26-06-2018,19569,20749,20009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,28-06-2018,18899,21151,20669
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,29-06-2018,19969,20369,19969
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,02-07-2018,19599,21201,20399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,03-07-2018,19899,19999,19899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,05-07-2018,18699,20861,20380
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,06-07-2018,20049,20065,20049
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,09-07-2018,18699,20601,20380
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,10-07-2018,19669,20069,19919
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,12-07-2018,18501,20601,20399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,13-07-2018,20019,20099,20019
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,16-07-2018,18569,20611,19899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,17-07-2018,19789,20100,19839
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,19-07-2018,19299,20550,20380
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,20-07-2018,19869,20409,20009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,23-07-2018,18699,20620,20299
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,24-07-2018,20069,20169,20069
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,26-07-2018,18599,20780,20499
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,30-07-2018,18899,21309,20920
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,31-07-2018,21069,21429,21069
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,02-08-2018,20099,21509,20699
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,06-08-2018,19399,21711,20399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,07-08-2018,21309,21609,21489
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,09-08-2018,19619,21601,20899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,13-08-2018,20169,21699,20889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,14-08-2018,21569,21569,21569
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,16-08-2018,20669,21949,21399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,20-08-2018,21289,23069,22799
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,21-08-2018,22489,23175,22489
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,23-08-2018,18519,23801,22999
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,27-08-2018,21669,23621,22829
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,28-08-2018,22399,23109,22869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,30-08-2018,18809,23269,22889
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,03-09-2018,21889,23669,22689
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,04-09-2018,22899,23819,23419
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,06-09-2018,22001,24830,24009
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,10-09-2018,23009,25101,24399
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,11-09-2018,24529,24815,24529
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,17-09-2018,20619,25463,24709
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,18-09-2018,23899,25269,23899
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,20-09-2018,23801,25669,24769
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,24-09-2018,22089,25318,24869
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,25-09-2018,21501,25229,24599
Karnataka,Shimoga,Sagar,Arecanut(Betelnut/Supari),Chali,27-09-2018,24001,25229,24710
